CIAD,Uso,Código OACI,Nome,Município,UF,Município Servido,UF Servido,longitude,latitude,Altitude,Operação Diurna,Operação Noturna,Designação 1,Comprimento 1,Largura 1,Resistência 1,Superfície 1,Designação 2,Comprimento 2,Largura 2,Resistência 2,Superfície 2,Situação,Validade do Registro,Portaria de Registro,Link Portaria,AntesLongitude,AntesLatitude
PR0017,Público,SSKM,Campo Mourão,CAMPO MOURÃO,Paraná,Campo Mourão,Paraná,-52.3569444444400,-24.0025,"574,00",VFR,VFR,02/20,"1.370,00","30,00",14/F/C/Y/U,Asfalto,,,,,,Cadastrado,04/03/2030,PA2020-0578,https://pergamum.anac.gov.br/arquivos/PA2020-0578.pdf,"052°21'25.0W""","24°00'09.0S"""
PR0018,Público,SBPO,Aeroporto Juvenal Loureiro Cardoso,PATO BRANCO,Paraná,Pato Branco,Paraná,-52.6944444444400,-26.2172222222222,"823,00",VFR / IFR Não Precisão,VFR / IFR Não Precisão,07/25,"1.317,00","30,00",50/F/A/X/T,Asfalto,,,,,,Cadastrado,05/04/2029,PA2019-0993,https://pergamum.anac.gov.br/arquivos/PA2019-0993.pdf,"052°41'40.0W""","26°13'02.0S"""
PR0019,Público,SSUM,Orlando de Carvalho,UMUARAMA,Paraná,Umuarama,Paraná,-53.3138888888900,-23.7991666666667,"475,00",VFR,VFR,04/22,"1.400,00","30,00",14/F/C/Y/U,Asfalto,,,,,,Cadastrado,05/09/2028,PA2018-2722,https://pergamum.anac.gov.br/arquivos/PA2018-2722.pdf,"053°18'50.0W""","23°47'57.0S"""
PR0021,Público,SSFB,Paulo Abdala,FRANCISCO BELTRÃO,Paraná,Francisco Beltrão,Paraná,-53.0633333333300,-26.0588888888889,"640,00",VFR,VFR,07/25,"1.340,00","30,00",11/F/C/Y/U,Asfalto,,,,,,Cadastrado,02/08/2028,PA2018-2357,https://pergamum.anac.gov.br/arquivos/PA2018-2357.pdf,"053°03'48.0W""","26°03'32.0S"""
PR0023,Público,SSGY,Guaíra,GUAÍRA,Paraná,Guaíra,Paraná,-54.1880555555600,-24.0797222222222,"271,00",VFR,,07/25,"1.300,00","30,00",13/F/C/Y/U,Asfalto,,,,,,Cadastrado,12/08/2024,PA2014-1876,https://pergamum.anac.gov.br/arquivos/PA2014-1876.pdf,"054°11'17.0W""","24°04'47.0S"""
PR0024,Público,SSAB,Moisés Lupion,IBAITI,Paraná,Ibaiti,Paraná,-50.2591666666700,-23.7630555555556,"600,00",VFR,,05/23,"1.200,00","18,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,17/08/2027,PA2017-2711,https://pergamum.anac.gov.br/arquivos/PA2017-2711.pdf,"050°15'33.0W""","23°45'47.0S"""
PR0025,Público,SSCT,Engenheiro Gastão de Mesquita Filho,CIANORTE,Paraná,Cianorte,Paraná,-52.6422222222200,-23.6916666666667,"539,00",VFR,VFR,04/22,"1.200,00","23,00",5700 Kg / 0.62 MPa,Asfalto,,,,,,Cadastrado,21/01/2026,PA2016-0114,https://pergamum.anac.gov.br/arquivos/PA2016-0114.pdf,"052°38'32.0W""","23°41'30.0S"""
PR0026,Público,SSMR,Manoel Ribas,MANOEL RIBAS,Paraná,Manoel Ribas,Paraná,-51.6516666666700,-24.5294444444444,"886,00",VFR,,17/35,"1.200,00","30,00",12/F/C/Y/U,Asfalto,,,,,,Interditado,02/06/2027,PA2017-1810,https://pergamum.anac.gov.br/arquivos/PA2017-1810.pdf,"051°39'06.0W""","24°31'46.0S"""
PR0027,Público,SSOG,Arapongas,ARAPONGAS,Paraná,Arapongas,Paraná,-51.4908333333300,-23.3558333333333,"792,00",VFR,VFR,16/34,"1.200,00","23,00",6/F/B/Y/U,Asfalto,,,,,,Cadastrado,20/07/2027,PA2017-2398,https://pergamum.anac.gov.br/arquivos/PA2017-2398.pdf,"051°29'27.0W""","23°21'21.0S"""
PR0028,Público,SSPT,Brasílio Marques,PALOTINA,Paraná,Palotina,Paraná,-53.8286111111100,-24.3433333333333,"373,00",VFR,Sem Operação,03/21,"1.100,00","18,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,20/11/2029,PA2019-3554,https://pergamum.anac.gov.br/arquivos/PA2019-3554.pdf,"053°49'43.0W""","24°20'36.0S"""
PR0029,Público,SSQC,Aguinaldo Pereira Lima,SIQUEIRA CAMPOS,Paraná,Siqueira Campos,Paraná,-49.8188888888900,-23.6744444444444,"705,00",VFR,Sem Operação,07/25,"1.200,00","23,00",5700 Kg / 5.00 MPa,Asfalto,,,,,,Interditado,,PD1983-0010COMAR,https://pergamum.anac.gov.br/arquivos/PD1983-0010COMAR.pdf,"049°49'08.0W""","23°40'28.0S"""
PR0030,Público,SSRE,Realeza,REALEZA,Paraná,Realeza,Paraná,-53.5130555555600,-25.8011111111111,"501,00",VFR,,06/24,"1.200,00","18,00",6/F/B/Y/T,Asfalto,,,,,,Cadastrado,15/10/2023,PA2013-2699,https://pergamum.anac.gov.br/arquivos/PA2013-2699.pdf,"053°30'47.0W""","25°48'04.0S"""
PR0031,Público,SSLO,Attillio Accorsi,LOANDA,Paraná,Loanda,Paraná,-53.1497222222200,-22.9177777777778,"470,00",VFR,Sem Operação,05/23,"1.100,00","23,00",14/F/C/Y/U,Asfalto,,,,,,Interditado,,PD1980-0013,https://pergamum.anac.gov.br/arquivos/PD1980-0013.pdf,"053°08'59.0W""","22°55'04.0S"""
PR0032,Público,SSAN,João Galdino,ANDIRÁ,Paraná,,,-50.2283333333300,-23.0269444444444,"490,00",VFR,,09/27,"1.000,00","23,00",5600 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,06/11/2027,PA2017-3631,https://pergamum.anac.gov.br/arquivos/PA2017-3631.pdf,"050°13'42.0W""","23°01'37.0S"""
PR0033,Público,SSSZ,Sertanópolis,SERTANÓPOLIS,Paraná,Sertanópolis,Paraná,-51.0138888888900,-23.0619444444444,"361,00",VFR,Sem Operação,10/28,"1.000,00","30,00",5700 Kg / 0.50 MPa,Grama,,,,,,Cadastrado,13/10/2025,PA2015-2705,https://pergamum.anac.gov.br/arquivos/PA2015-2705.pdf,"051°00'50.0W""","23°03'43.0S"""
PR0034,Público,SSUV,José Cleto,UNIÃO DA VITÓRIA,Paraná,União da Vitória,Paraná,-51.0688888888900,-26.2316666666667,"752,00",VFR,Sem Operação,16/34,"1.000,00","30,00",14/F/C/Y/U,Asfalto,,,,,,Cadastrado,,PD1980-0014,https://pergamum.anac.gov.br/arquivos/PD1980-0014.pdf,"051°04'08.0W""","26°13'54.0S"""
PR0035,Público,SSGB,Municipal de Guaratuba,GUARATUBA,Paraná,Guaratuba,Paraná,-48.6122222222200,-25.8805555555556,"15,00",VFR,Sem Operação,02/20,"1.000,00","18,00",2500 Kg / 0.50 MPa,Asfalto,,,,,,Cadastrado,18/11/2030,PA2020-3250,https://pergamum.anac.gov.br/arquivos/PA2020-3250.pdf,"048°36'44.0W""","25°52'50.0S"""
PR0036,Público,SSPS,Dimorvan Carraro,PALMAS,Paraná,Palmas,Paraná,-51.9755555555600,-26.4722222222222,"1.100,00",VFR,Sem Operação,03/21,"1.050,00","23,00",19/F/C/Y/U,Asfalto,,,,,,Cadastrado,13/04/2030,PA2020-0983,https://pergamum.anac.gov.br/arquivos/PA2020-0983.pdf,"051°58'32.0W""","26°28'20.0S"""
PR0037,Público,SSGW,Manoel Ribas,GOIOERÊ,Paraná,Goioerê,Paraná,-53.0438888888900,-24.2197222222222,"491,00",VFR,Sem Operação,05/23,"799,00","18,00",8/F/B/Y/U,Asfalto,,,,,,Cadastrado,05/10/2026,PA2019-1478,https://pergamum.anac.gov.br/arquivos/PA2019-1478.pdf,"053°02'38.0W""","24°13'11.0S"""
PR0038,Privado,SDLV,Fazenda São Francisco,FLORESTÓPOLIS,Paraná,,,-51.3519722222200,-22.9208333333333,"482,00",VFR,Sem Operação,16/34,"750,00","18,00",4000 Kg / 0.50 MPa,Grama,,,,,,,13/06/2022,PA2012-1173,https://pergamum.anac.gov.br/arquivos/PA2012-1173.pdf,"051°21'07.1W""","22°55'15.0S"""
PR0039,Privado,SDSJ,Executivo,CASCAVEL,Paraná,,,-53.4652777777800,-24.8713888888889,"699,00",VFR,Sem Operação,09/27,"1.199,00","23,00",14/F/D/Y/T,Asfalto,,,,,,,14/09/2025,PA2018-0997,https://pergamum.anac.gov.br/arquivos/PA2018-0997.pdf,"053°27'55.0W""","24°52'17.0S"""
PR0040,Privado,SDUE,Fazenda Thália,BALSA NOVA,Paraná,,,-49.7000000000000,-25.5166666666667,"1.020,00",VFR,Sem Operação,09/27,"1.100,00","23,00",2500 Kg / 0.50 MPa,Asfalto,,,,,,,,,,"049°42'00.0W""","25°31'00.0S"""
PR0041,Privado,SDXO,Fazenda Barra Grande,TOMAZINA,Paraná,,,-50.0356666666700,-23.5891388888889,"540,00",VFR,Sem Operação,13/31,"850,00","24,00",3500 Kg / 0.50 MPa,Grama,,,,,,,14/09/2025,PA2015-2392,https://pergamum.anac.gov.br/arquivos/PA2015-2392.pdf,"050°02'08.4W""","23°35'20.9S"""
PR0042,Privado,SIAI,Fazenda Esteirinha,GOIOERÊ,Paraná,,,-53.1813888888900,-24.2091666666667,"434,00",VFR,VFR,09/27,"1.200,00","20,00",4000 Kg / 0.50 MPa,Grama,,,,,,,16/04/2028,PA2020-1725,https://pergamum.anac.gov.br/arquivos/PA2020-1725.pdf,"053°10'53.0W""","24°12'33.0S"""
PR0043,Privado,SIDY,Fazenda Yanduy,LUNARDELLI,Paraná,,,-51.8194444444400,-24.0775,"452,00",VFR,Sem Operação,08/26,"500,00","23,00",5600 Kg / 0.50 MPa,Grama,,,,,,,,,,"051°49'10.0W""","24°04'39.0S"""
PR0044,Privado,SIIS,Fazenda Uberaba,ALTO PARAÍSO,Paraná,,,-53.8302777777800,-23.65,"335,00",VFR,Sem Operação,02/20,"700,00","25,00",5600 Kg / 0.50 MPa,Cascalho,,,,,,,22/11/2021,PA2011-2259,https://pergamum.anac.gov.br/arquivos/PA2011-2259.pdf,"053°49'49.0W""","23°39'00.0S"""
PR0045,Privado,SIJR,Ely Rego,BALSA NOVA,Paraná,,,-49.6000000000000,-25.5394444444444,"883,00",VFR,Sem Operação,12/30,"500,00","25,00",2500 Kg / 0.50 MPa,Grama,,,,,,,15/09/2025,PA2015-2426,https://pergamum.anac.gov.br/arquivos/PA2015-2426.pdf,"049°36'00.0W""","25°32'22.0S"""
PR0046,Privado,SILQ,Aeroleve Aeródromo Privado,CASCAVEL,Paraná,,,-53.4960833333300,-24.929,"687,00",VFR,Sem Operação,08/26,"480,00","20,00",5000 Kg / 0.50 MPa,Grama,,,,,,,10/05/2023,PA2013-1156,https://pergamum.anac.gov.br/arquivos/PA2013-1156.pdf,"053°29'45.9W""","24°55'44.4S"""
PR0048,Privado,SIMO,Fazenda Morro Vermelho,RIBEIRÃO CLARO,Paraná,,,-49.7776666666700,-23.2279444444444,"770,00",VFR,VFR,18/36,"730,00","23,00",1542 Kg / 0.50 MPa,Terra,,,,,,,26/10/2026,PA2016-2806,https://pergamum.anac.gov.br/arquivos/PA2016-2806.pdf,"049°46'39.6W""","23°13'40.6S"""
PR0049,Privado,SINP,Campo Primavera,SANTA MÔNICA,Paraná,,,-53.0783333333300,-23.1213888888889,"381,00",VFR,Sem Operação,02/20,"400,00","18,00",5600 Kg / 0.50 MPa,Grama,,,,,,,05/09/2028,PA2018-2628,https://pergamum.anac.gov.br/arquivos/PA2018-2628.pdf,"053°04'42.0W""","23°07'17.0S"""
PR0050,Privado,SINZ,Xanadu,FERNANDES PINHEIRO,Paraná,,,-50.5277777777800,-25.4380555555556,"852,00",VFR,Sem Operação,14/32,"760,00","30,00",8/F/C/Y/U,Terra,,,,,,,19/04/2023,PA2013-1020,https://pergamum.anac.gov.br/arquivos/PA2013-1020.pdf,"050°31'40.0W""","25°26'17.0S"""
PR0051,Privado,SIOE,Mocelin,DOIS VIZINHOS,Paraná,,,-53.0346944444400,-25.7933333333333,"564,00",VFR,Sem Operação,16/34,"600,00","40,00",3000 Kg / 0.50 MPa,Grama,,,,,,,,,,"053°02'04.9W""","25°47'36.0S"""
PR0052,Privado,SISY,Piraquara,PIRAQUARA,Paraná,,,-49.1438888888900,-25.4513888888889,"881,00",VFR,Sem Operação,09/27,"450,00","18,00",2500 Kg / 0.50 MPa,Asfalto,,,,,,,12/02/2025,PA2015-0371,https://pergamum.anac.gov.br/arquivos/PA2015-0371.pdf,"049°08'38.0W""","25°27'05.0S"""
PR0053,Privado,SIYM,Fazenda Montesion,TOLEDO,Paraná,,,-53.7547500000000,-24.8816111111111,"582,00",VFR,Sem Operação,01/19,"750,00","20,00",5000 Kg / 0.50 MPa,Grama,,,,,,,25/01/2023,PA2016-1285,https://pergamum.anac.gov.br/arquivos/PA2016-1285.pdf,"053°45'17.1W""","24°52'53.8S"""
PR0054,Privado,SIZM,MOCELIN II,DOIS VIZINHOS,Paraná,,,-53.0677777777800,-25.6844444444444,"534,00",VFR,Sem Operação,12/30,"480,00","18,00",3000 Kg / 0.50 MPa,Grama,,,,,,,26/02/2028,PA2018-0577,https://pergamum.anac.gov.br/arquivos/PA2018-0577.pdf,"053°04'04.0W""","25°41'04.0S"""
PR0055,Privado,SJDI,Fazenda Ipiranga,LOANDA,Paraná,,,-53.0683333333300,-22.9180555555556,"449,00",VFR,Sem Operação,09/27,"795,00","15,00",2500 Kg / 0.50 MPa,Terra,,,,,,,17/05/2026,PA2016-1196,https://pergamum.anac.gov.br/arquivos/PA2016-1196.pdf,"053°04'06.0W""","22°55'05.0S"""
PR0056,Privado,SJEL,Fazenda Santa Helena,CORNÉLIO PROCÓPIO,Paraná,,,-50.5850000000000,-23.3405555555556,"621,00",VFR,Sem Operação,10/28,"800,00","23,00",5000 Kg / 0.50 MPa,Grama,,,,,,,25/01/2027,PA2017-0190,https://pergamum.anac.gov.br/arquivos/PA2017-0190.pdf,"050°35'06.0W""","23°20'26.0S"""
PR0057,Privado,SJKK,Sérgio Bonifácio,IVAIPORÃ,Paraná,,,-51.6441666666700,-24.2636111111111,"660,00",VFR,Sem Operação,11/29,"510,00","18,00",3000 Kg / 0.50 MPa,Grama,,,,,,,15/01/2031,PA2020-3812,https://pergamum.anac.gov.br/arquivos/PA2020-3812.pdf,"051°38'39.0W""","24°15'49.0S"""
PR0058,Privado,SJOY,Jorge Luiz Stocco,PALMEIRA,Paraná,,,-49.7994444444400,-25.4011111111111,"1.040,00",VFR,VFR,16/34,"1.400,00","23,00",15/F/C/X/T,Asfalto,,,,,,,19/05/2027,PA2017-1720,https://pergamum.anac.gov.br/arquivos/PA2017-1720.pdf,"049°47'58.0W""","25°24'04.0S"""
PR0059,Privado,SJPR,Asas de Balsa Nova,BALSA NOVA,Paraná,,,-49.6430555555600,-25.5494444444444,"886,00",VFR,Sem Operação,03/21,"530,00","12,00",2500 Kg / 0.50 MPa,Asfalto,,,,,,,25/01/2022,PA2012-0146,https://pergamum.anac.gov.br/arquivos/PA2012-0146.pdf,"049°38'35.0W""","25°32'58.0S"""
PR0060,Privado,SJSM,Chácara Marcella,GOIOERÊ,Paraná,,,-53.0094444444400,-24.2096944444444,"490,00",VFR,Sem Operação,15/33,"490,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,14/11/2026,PA2016-2911,https://pergamum.anac.gov.br/arquivos/PA2016-2911.pdf,"053°00'34.0W""","24°12'34.9S"""
PR0061,Privado,SJSU,Fazenda São Marcus,ALTO PARAÍSO,Paraná,,,-53.7972222222200,-23.5616666666667,"292,00",VFR,Sem Operação,09/27,"700,00","20,00",5000 Kg / 0.50 MPa,Grama,,,,,,,31/07/2025,PA2015-2031,https://pergamum.anac.gov.br/arquivos/PA2015-2031.pdf,"053°47'50.0W""","23°33'42.0S"""
PR0062,Privado,SJTL,Aero Agrícola Gaivota,JAGUAPITÃ,Paraná,,,-51.5422222222200,-22.9802777777778,"550,00",VFR,VFR,11/29,"907,00","20,00",8/F/C/Y/U,Asfalto,,,,,,,10/12/2022,PA2019-3468,https://pergamum.anac.gov.br/arquivos/PA2019-3468.pdf,"051°32'32.0W""","22°58'49.0S"""
PR0063,Privado,SJVS,Fazenda Boa Vista,SANTA FÉ,Paraná,,,-51.7791666666700,-23.0791666666667,"530,00",VFR,Sem Operação,14/32,"1.000,00","18,00",13/F/B/Y/T,Asfalto,,,,,,,,,,"051°46'45.0W""","23°04'45.0S"""
PR0064,Privado,SJWL,Doutor Mauro de Souza Castro,CAMPO LARGO,Paraná,,,-49.5152777777800,-25.4172222222222,"981,00",VFR,Sem Operação,14/32,"550,00","20,00",5700 Kg / 0.50 MPa,Grama,,,,,,,23/06/2025,PA2015-1531,https://pergamum.anac.gov.br/arquivos/PA2015-1531.pdf,"049°30'55.0W""","25°25'02.0S"""
PR0065,Privado,SNDF,Fecularia Lopes,ITAÚNA DO SUL,Paraná,,,-52.8769444444400,-22.7666666666667,"425,00",VFR,Sem Operação,11/29,"780,00","25,00",5700 Kg / 0.50 MPa,Terra,,,,,,,29/03/2027,PA2017-0932,https://pergamum.anac.gov.br/arquivos/PA2017-0932.pdf,"052°52'37.0W""","22°46'00.0S"""
PR0066,Privado,SNNM,Entre Rios,GUARAPUAVA,Paraná,,,-51.4966666666700,-25.5661111111111,"1.098,00",VFR,Sem Operação,15/33,"780,00","25,00",5000 Kg / 0.50 MPa,Terra,,,,,,,13/02/2024,PA2014-0373,https://pergamum.anac.gov.br/arquivos/PA2014-0373.pdf,"051°29'48.0W""","25°33'58.0S"""
PR0067,Privado,SNQT,Fazenda Estrela do Sul,UMUARAMA,Paraná,,,-53.4797222222200,-23.7958333333333,"470,00",VFR,Sem Operação,14/32,"850,00","30,00",5000 Kg / 0.50 MPa,Grama,,,,,,,18/07/2023,PA2013-1846,https://pergamum.anac.gov.br/arquivos/PA2013-1846.pdf,"053°28'47.0W""","23°47'45.0S"""
PR0068,Privado,SNUA,Fazenda Paulista,SANTA TEREZINHA DE ITAIPU,Paraná,,,-54.4100000000000,-25.3916666666667,"252,00",VFR,Sem Operação,02/20,"1.048,00","42,00",3000 Kg / 0.50 MPa,Grama,,,,,,,23/03/2031,PA2021-4448,https://pergamum.anac.gov.br/arquivos/PA2021-4448.pdf,"054°24'36.0W""","25°23'30.0S"""
PR0069,Privado,SNWH,Fazenda São Matheus,QUERÊNCIA DO NORTE,Paraná,,,-53.5466666666700,-22.9619444444444,"269,00",VFR,Sem Operação,16/34,"550,00","20,00",5000 Kg / 0.50 MPa,Grama,,,,,,,09/09/2023,PA2017-0366,https://pergamum.anac.gov.br/arquivos/PA2017-0366.pdf,"053°32'48.0W""","22°57'43.0S"""
PR0070,Privado,SNYY,Sítio São Luiz,BOA ESPERANÇA,Paraná,,,-52.7922222222200,-24.2625,"585,00",VFR,Sem Operação,15/33,"700,00","20,00",4500 Kg / 0.50 MPa,Grama,,,,,,,10/03/2024,PA2014-0524,https://pergamum.anac.gov.br/arquivos/PA2014-0524.pdf,"052°47'32.0W""","24°15'45.0S"""
PR0071,Privado,SSAF,Aeroclube de Foz do Iguaçu,SANTA TEREZINHA DE ITAIPU,Paraná,,,-54.4705555555600,-25.3697222222222,"256,00",VFR,Sem Operação,15/33,"1.000,00","30,00",3000 Kg / 0.50 MPa,Grama,,,,,,,22/11/2021,PA2011-2249,https://pergamum.anac.gov.br/arquivos/PA2011-2249.pdf,"054°28'14.0W""","25°22'11.0S"""
PR0072,Privado,SSCF,Max Fontoura,CAMPO LARGO,Paraná,,,-49.5300000000000,-25.4322222222222,"957,00",VFR,Sem Operação,12/30,"900,00","23,00",5600 Kg / 0.50 MPa,Terra,,,,,,,12/08/2021,PA2011-1533,https://pergamum.anac.gov.br/arquivos/PA2011-1533.pdf,"049°31'48.0W""","25°25'56.0S"""
PR0073,Privado,SSEG,Sementes Guerra,RENASCENÇA,Paraná,,,-52.9372222222200,-26.29,"773,00",VFR,Sem Operação,17/35,"890,00","17,00",5600 Kg / 0.50 MPa,Terra,,,,,,,10/09/2028,PA2018-2725,https://pergamum.anac.gov.br/arquivos/PA2018-2725.pdf,"052°56'14.0W""","26°17'24.0S"""
PR0074,Privado,SSFA,Foz do Areia,PINHÃO,Paraná,,,-51.6408333333300,-25.9816666666667,"1.128,00",VFR,Sem Operação,07/25,"1.500,00","30,00",8/F/C/Y/U,Asfalto,,,,,,,13/02/2023,PA2013-2193,https://pergamum.anac.gov.br/arquivos/PA2013-2193.pdf,"051°38'27.0W""","25°58'54.0S"""
PR0075,Privado,SSFE,Estância Hércules,FOZ DO IGUAÇU,Paraná,,,-54.5972222222200,-25.4616666666667,"178,00",VFR,Sem Operação,17/35,"1.000,00","18,00",3000 Kg / 0.50 MPa,Asfalto,,,,,,,,,,"054°35'50.0W""","25°27'42.0S"""
PR0076,Privado,SSFX,Fazenda Primavera,NOVA FÁTIMA,Paraná,,,-50.5758333333300,-23.4558333333333,"682,40",VFR,Sem Operação,11/29,"750,00","18,00",5600 Kg / 0.50 MPa,Grama,,,,,,,04/07/2022,PA2012-1327,https://pergamum.anac.gov.br/arquivos/PA2012-1327.pdf,"050°34'33.0W""","23°27'21.0S"""
PR0077,Privado,SSGU,Fazenda Gurucaia,SANTA ISABEL DO IVAÍ,Paraná,,,-53.3283333333300,-23.1933333333333,"270,00",VFR,Sem Operação,06/24,"820,00","40,00",5000 Kg / 0.50 MPa,Grama,,,,,,,23/05/2022,PA2012-1007,https://pergamum.anac.gov.br/arquivos/PA2012-1007.pdf,"053°19'42.0W""","23°11'36.0S"""
PR0078,Privado,SSHL,Fazenda Jussara,JUSSARA,Paraná,,,-52.4113888888900,-23.575,"341,00",VFR,Sem Operação,09/27,"800,00","23,00",3000 Kg / 0.50 MPa,Terra,,,,,,,14/09/2030,PA2020-2115,https://pergamum.anac.gov.br/arquivos/PA2020-2115.pdf,"052°24'41.0W""","23°34'30.0S"""
PR0079,Privado,SSHN,Recanto das Águias,IGUARAÇU,Paraná,,,-51.8755555555600,-23.245,"465,00",VFR,VFR,10/28,"1.000,00","18,00",6/F/B/X/U,Asfalto,,,,,,,,,,"051°52'32.0W""","23°14'42.0S"""
PR0080,Privado,SSHP,Fazenda Paiol do Piquiri,GOIOXIM,Paraná,,,-51.9230555555600,-25.0472222222222,"944,00",VFR,Sem Operação,16/34,"595,00","15,00",2500 Kg / 0.50 MPa,Terra,,,,,,,17/05/2026,PA2016-1284,https://pergamum.anac.gov.br/arquivos/PA2016-1284.pdf,"051°55'23.0W""","25°02'50.0S"""
PR0081,Privado,SSJP,Fazenda Junqueira,COLORADO,Paraná,,,-51.9250000000000,-22.8909722222222,"430,00",VFR,Sem Operação,07/25,"600,00","18,00",5700 Kg / 0.50 MPa,Asfalto,,,,,,,21/09/2022,PA2013-0975,https://pergamum.anac.gov.br/arquivos/PA2013-0975.pdf,"051°55'30.0W""","22°53'27.5S"""
PR0082,Privado,SSJZ,Fazenda Três Unidos,TERRA ROXA,Paraná,,,-54.0066666666700,-24.0516666666667,"305,00",VFR,Sem Operação,03/21,"860,00","40,00",5200 Kg / 0.50 MPa,Grama,,,,,,,13/11/2023,PA2013-2963,https://pergamum.anac.gov.br/arquivos/PA2013-2963.pdf,"054°00'24.0W""","24°03'06.0S"""
PR0083,Privado,SSKP,CEAL,PALOTINA,Paraná,,,-53.8422222222200,-24.3088888888889,"320,00",VFR,Sem Operação,02/20,"772,00","19,00",2500 Kg / 0.50 MPa,Terra,,,,,,,18/12/2030,PA2020-3402,https://pergamum.anac.gov.br/arquivos/PA2020-3402.pdf,"053°50'32.0W""","24°18'32.0S"""
PR0084,Privado,SSLX,Fazenda Santa Lydia,DIAMANTE DO NORTE,Paraná,,,-52.8083333333300,-22.6330555555556,"306,00",VFR,Sem Operação,01/19,"1.100,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,31/05/2026,PA2016-1324,https://pergamum.anac.gov.br/arquivos/PA2016-1324.pdf,"052°48'30.0W""","22°37'59.0S"""
PR0085,Privado,SSMP,Fazenda Três Minas,ITAMBÉ,Paraná,,,-52.0100000000000,-23.6727777777778,"426,00",VFR,Sem Operação,06/24,"700,00","18,00",2500 Kg / 0.50 MPa,Grama,,,,,,,04/03/2023,PA2013-0537,https://pergamum.anac.gov.br/arquivos/PA2013-0537.pdf,"052°00'36.0W""","23°40'22.0S"""
PR0086,Privado,SSMY,São Miguel do Iguaçu,SÃO MIGUEL DO IGUAÇU,Paraná,,,-54.2683055555600,-25.3927777777778,"290,00",VFR,Sem Operação,02/20,"1.000,00","18,00",5600 Kg / 0.50 MPa,Asfalto,,,,,,,,,,"054°16'05.9W""","25°23'34.0S"""
PR0087,Privado,SSOC,Ivaí Aeroagrícola,ENGENHEIRO BELTRÃO,Paraná,,,-52.1694444444400,-23.7119444444444,"296,00",VFR,Sem Operação,07/25,"850,00","22,00",5700 Kg / 0.50 MPa,Grama,,,,,,,09/11/2022,PA2012-2370,https://pergamum.anac.gov.br/arquivos/PA2012-2370.pdf,"052°10'10.0W""","23°42'43.0S"""
PR0088,Privado,SSOK,14 Bis,LONDRINA,Paraná,,,-51.1844444444400,-23.2147222222222,"593,00",VFR,VFR,11/29,"1.035,00","18,00",5500 Kg / 0.50 MPa,Asfalto,,,,,,,09/05/2022,PA2017-3819,https://pergamum.anac.gov.br/arquivos/PA2017-3819.pdf,"051°11'04.0W""","23°12'53.0S"""
PR0089,Privado,SSSL,Fazenda Santa Luzia,ALTO PARAÍSO,Paraná,,,-53.7861111111100,-23.485,"375,00",VFR,Sem Operação,01/19,"800,00","18,00",5700 Kg / 0.50 MPa,Grama,,,,,,,05/09/2028,PA2018-2684,https://pergamum.anac.gov.br/arquivos/PA2018-2684.pdf,"053°47'10.0W""","23°29'06.0S"""
PR0090,Privado,SSSP,Sítio Primavera,BOM JESUS DO SUL,Paraná,,,-53.6400000000000,-26.1819444444444,"206,00",VFR,Sem Operação,02/20,"910,00","18,00",5700 Kg / 0.50 MPa,Cascalho,,,,,,,24/03/2026,PA2016-0710,https://pergamum.anac.gov.br/arquivos/PA2016-0710.pdf,"053°38'24.0W""","26°10'55.0S"""
PR0091,Privado,SSUL,Ultraleve Clube de Curitiba,SÃO JOSÉ DOS PINHAIS,Paraná,,,-49.1547222222200,-25.4777777777778,"890,00",VFR,Sem Operação,03/21,"535,00","18,00",5600 Kg / 0.50 MPa,Asfalto,,,,,,,18/04/2022,PA2012-0717,https://pergamum.anac.gov.br/arquivos/PA2012-0717.pdf,"049°09'17.0W""","25°28'40.0S"""
PR0092,Privado,SSUW,Fazenda Palmeiras,CENTENÁRIO DO SUL,Paraná,,,-51.5041666666700,-22.7752777777778,"448,00",VFR,Sem Operação,09/27,"800,00","20,00",3500 Kg / 0.50 MPa,Grama,,,,,,,14/12/2021,PA2011-2421,https://pergamum.anac.gov.br/arquivos/PA2011-2421.pdf,"051°30'15.0W""","22°46'31.0S"""
PR0093,Privado,SSXG,Fazenda Guanabara,PARANAPOEMA,Paraná,,,-52.1423888888900,-22.6617777777778,"308,00",VFR,Sem Operação,06/24,"1.100,00","23,00",5600 Kg / 0.50 MPa,Terra,,,,,,,15/10/2028,PA2018-3096,https://pergamum.anac.gov.br/arquivos/PA2018-3096.pdf,"052°08'32.6W""","22°39'42.4S"""
PR0094,Privado,SSXO,Pousada das Águias,PRESIDENTE CASTELO BRANCO,Paraná,,,-52.1291666666700,-23.2906388888889,"856,00",VFR,VFR,12/30,"1.341,00","18,00",12/F/A/Z/T,Asfalto,,,,,,,21/12/2030,PA2020-3678,https://pergamum.anac.gov.br/arquivos/PA2020-3678.pdf,"052°07'45.0W""","23°17'26.3S"""
